Time Bucket (Europe/Budapest),Hauptverteiler_1 (kWatts),Hauptverteiler_2 (kWatts),Hauptverteiler_3 (kWatts),Garage 1 (kWatts),Garage 2 (kWatts),Garage 3 (kWatts),UV 1 (kWatts),UV 2 (kWatts),UV 3 (kWatts),Mikrowelle (71) (kWatts),Arbeitszimmer (17) (kWatts),Sina (23) (kWatts),Malte (22) (kWatts),Studio (20) (kWatts),Lüftung (31) (kWatts),Geschirrspüler (38) (kWatts),Heizung (32) (kWatts),Backofen (kWatts),Kühltruhe (kWatts)
07/08/2022 07:13:00,0.0792,0.1019,1.9115,0.0007,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0552
07/08/2022 07:14:00,0.1099,0.5327,1.9165,0.0007,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/08/2022 07:15:00,0.0951,0.1921,1.3416,0.0008,0.0022,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0565
07/08/2022 07:16:00,0.0801,0.3138,0.1189,0.0009,0.0026,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/08/2022 07:17:00,0.0793,0.1996,0.1194,0.0012,0.0027,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/08/2022 07:18:00,0.0781,0.0664,0.1170,0.0010,0.0020,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0558
07/08/2022 07:19:00,0.0771,0.0722,0.1167,0.0008,0.0031,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0552
07/08/2022 07:20:00,0.0443,0.0885,0.1168,0.0007,0.0014,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0068
07/08/2022 07:21:00,0.0417,0.0845,0.1169,0.0005,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:22:00,0.0476,0.0878,0.1175,0.0015,0.0020,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:23:00,0.0477,0.0874,0.1159,0.0005,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:24:00,0.0471,0.0931,0.1164,0.0013,0.0018,0.0085,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:25:00,0.0472,0.0811,0.1160,0.0009,0.0023,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:26:00,0.0470,0.0795,0.1161,0.0009,0.0018,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:27:00,0.0468,0.1083,0.1172,0.0006,0.0022,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:28:00,0.0479,0.1422,0.1159,0.0010,0.0022,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:29:00,0.0467,0.2313,0.1161,0.0010,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:30:00,0.0474,0.3076,0.1161,0.0008,0.0024,0.0084,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:31:00,0.0461,0.3613,0.1156,0.0007,0.0023,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:32:00,0.0457,0.3971,0.1160,0.0010,0.0021,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:33:00,0.0463,0.5352,0.1159,0.0014,0.0021,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:34:00,0.0466,0.5160,0.1178,0.0010,0.0025,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:35:00,0.0462,0.5105,0.1168,0.0012,0.0025,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:36:00,0.0890,0.4158,0.1171,0.0008,0.0015,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:37:00,0.1283,0.0642,0.1168,0.0009,0.0022,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:38:00,0.1232,0.0543,0.1154,0.0005,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:39:00,0.1227,0.0474,0.1161,0.0009,0.0029,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:40:00,0.1222,0.0474,0.1165,0.0006,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:41:00,0.1221,0.0480,0.1174,0.0010,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0000
07/08/2022 07:42:00,0.1204,0.0481,0.1187,0.0010,0.0027,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:43:00,0.1199,0.0496,0.1180,0.0016,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:44:00,0.1196,0.0506,0.1169,0.0011,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:45:00,0.1190,0.0500,0.1178,0.0012,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:46:00,0.1188,0.0508,0.1192,0.0019,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:47:00,0.1379,0.0513,0.1184,0.0014,0.0017,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0000
07/08/2022 07:48:00,0.1754,0.0509,0.1181,0.0009,0.0035,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0761
07/08/2022 07:49:00,0.2979,0.0512,0.1180,0.0009,0.1313,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0548
07/08/2022 07:50:00,0.2970,0.0512,0.1197,0.0010,0.1302,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0551
07/08/2022 07:51:00,0.2959,0.0516,0.1179,0.0003,0.1293,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0556
07/08/2022 07:52:00,0.2979,0.0512,0.1188,0.0013,0.1303,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/08/2022 07:53:00,0.3321,0.0502,0.1169,0.0006,0.1656,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0564
07/08/2022 07:54:00,0.3141,0.0493,0.1181,0.0004,0.1483,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/08/2022 07:55:00,0.3033,0.0478,0.1190,0.0013,0.1381,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0554
07/08/2022 07:56:00,0.2692,0.0466,0.1166,0.0004,0.1376,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0551
07/08/2022 07:57:00,0.1113,0.0517,0.1164,0.0005,0.0660,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0079
07/08/2022 07:58:00,0.0449,0.0596,0.1161,0.0014,0.0068,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 07:59:00,0.0450,0.0598,0.1175,0.0010,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:00:00,0.0451,0.0568,0.1164,0.0014,0.0068,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:01:00,0.0454,0.0886,0.1174,0.0015,0.0062,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:02:00,0.0451,0.0930,0.1519,0.0354,0.0071,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:03:00,0.0446,0.1040,0.1423,0.0251,0.0072,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:04:00,0.0452,0.1005,0.1167,0.0010,0.0072,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:05:00,0.0449,0.0994,0.1166,0.0014,0.0069,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:06:00,0.0451,0.1047,0.1626,0.0012,0.0066,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:07:00,0.0445,0.0970,0.1880,0.0006,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:08:00,0.0449,0.1010,0.1880,0.0005,0.0068,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:09:00,0.0479,0.8671,0.1893,0.0019,0.0069,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:10:00,0.0526,2.0507,0.1906,0.0025,0.0069,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:11:00,0.0527,2.0495,0.1911,0.0024,0.0070,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:12:00,0.0526,2.0552,0.1906,0.0017,0.0070,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:13:00,0.0528,2.0563,0.1912,0.0021,0.0070,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:14:00,0.0529,2.0518,0.1918,0.0028,0.0066,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:15:00,0.0525,2.0487,0.1914,0.0020,0.0068,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:16:00,0.0526,2.0454,0.1909,0.0026,0.0068,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:17:00,0.0529,2.0492,0.1912,0.0014,0.0066,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:18:00,0.0525,2.0413,0.1910,0.0020,0.0070,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:19:00,0.0890,2.0480,0.1905,0.0022,0.0430,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:20:00,0.2015,2.0504,0.1912,0.0022,0.1568,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:21:00,0.1798,2.0542,0.1911,0.0025,0.1345,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:22:00,0.1741,2.0542,0.1928,0.0020,0.1290,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:23:00,0.1741,2.0583,0.1904,0.0020,0.1284,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:24:00,0.1268,2.3122,0.1901,0.0021,0.0787,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:25:00,0.1111,2.7760,0.2061,0.0026,0.0030,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0581
07/08/2022 08:26:00,0.2021,2.1213,0.2057,0.0023,0.0028,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0547
07/08/2022 08:27:00,0.1836,2.0466,0.2070,0.0023,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0554
07/08/2022 08:28:00,0.1842,2.0683,0.2068,0.0017,0.0022,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0557
07/08/2022 08:29:00,0.1843,2.0578,0.2072,0.0028,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/08/2022 08:30:00,0.1782,0.9008,0.2066,0.0013,0.0026,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0570
07/08/2022 08:31:00,0.1742,0.1269,0.2055,0.0013,0.0027,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0561
07/08/2022 08:32:00,0.1734,0.1151,0.2141,0.0011,0.0031,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/08/2022 08:33:00,0.1724,0.1153,0.2121,0.0010,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0556
07/08/2022 08:34:00,0.1522,0.1256,0.2084,0.0016,0.0023,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0351
07/08/2022 08:35:00,0.1169,0.1131,0.2045,0.0011,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:36:00,0.1170,0.1122,0.2023,0.0009,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:37:00,0.1168,0.1241,0.2080,0.0014,0.0032,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:38:00,0.1164,0.1117,0.2144,0.0008,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:39:00,0.1161,0.1147,0.2140,0.0007,0.0023,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:40:00,0.1151,0.1239,0.2089,0.0015,0.0027,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:41:00,0.1087,0.1147,0.1995,0.0011,0.0027,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:42:00,0.0479,0.1120,0.1602,0.0009,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:43:00,0.0483,0.1247,0.1603,0.0011,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:44:00,0.0482,0.1128,0.1595,0.0007,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:45:00,0.0474,0.1152,0.1590,0.0013,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:46:00,0.0475,0.1226,0.1591,0.0013,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:47:00,0.0479,0.1130,0.1591,0.0016,0.0024,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:48:00,0.0479,0.1129,0.1564,0.0008,0.0027,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:49:00,0.0479,0.1259,0.1552,0.0010,0.0025,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:50:00,0.0476,0.1133,0.1558,0.0011,0.0023,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:51:00,0.0470,0.1127,0.1543,0.0009,0.0023,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:52:00,0.0482,0.1233,0.1452,0.0012,0.0023,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:53:00,0.0484,0.1145,0.1457,0.0008,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:54:00,0.0480,0.1127,0.1451,0.0011,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:55:00,0.0479,0.1160,0.1445,0.0011,0.0027,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:56:00,0.0483,0.1231,0.1440,0.0009,0.0027,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:57:00,0.0484,0.1130,0.1290,0.0010,0.0021,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:58:00,0.0484,0.1113,0.1277,0.0007,0.0021,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 08:59:00,0.0481,0.1141,0.1263,0.0009,0.0025,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:00:00,0.0476,0.1236,0.1265,0.0011,0.0025,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:01:00,0.0698,0.1146,0.1265,0.0008,0.0026,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0222
07/08/2022 09:02:00,0.0977,0.1137,0.1278,0.0010,0.0023,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0561
07/08/2022 09:03:00,0.0965,0.1279,0.1273,0.0012,0.0019,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0550
07/08/2022 09:04:00,0.0971,0.1146,0.1266,0.0012,0.0026,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0549
07/08/2022 09:05:00,0.0975,0.1135,0.1299,0.0008,0.0026,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0559
07/08/2022 09:06:00,0.0973,0.1128,0.1284,0.0013,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/08/2022 09:07:00,0.0968,0.1144,0.1273,0.0011,0.0028,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0558
07/08/2022 09:08:00,0.0966,0.1220,0.1268,0.0009,0.0019,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/08/2022 09:09:00,0.0962,0.1138,0.1269,0.0016,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0549
07/08/2022 09:10:00,0.0972,0.1119,0.1263,0.0009,0.0031,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/08/2022 09:11:00,0.0690,0.1155,0.1275,0.0012,0.0021,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0244
07/08/2022 09:12:00,0.1418,1.0748,0.1299,0.0014,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:13:00,0.1225,0.4928,0.1286,0.0012,0.0021,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:14:00,0.1229,0.6840,0.1689,0.0010,0.0019,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:15:00,0.1202,0.1799,0.2013,0.0011,0.0025,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:16:00,0.1190,0.1108,0.2215,0.0016,0.0030,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:17:00,0.1183,0.1141,0.2864,0.0014,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:18:00,0.1180,0.1098,0.3655,0.0009,0.0028,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:19:00,0.1175,0.1256,0.3996,0.0012,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:20:00,0.1172,0.1116,0.4023,0.0009,0.0022,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:21:00,0.1172,0.1138,0.4029,0.0007,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:22:00,0.1171,0.1105,0.4035,0.0011,0.0029,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0000
07/08/2022 09:23:00,0.1165,0.1251,0.4013,0.0014,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:24:00,0.1163,0.1121,0.4024,0.0008,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:25:00,0.1163,0.1178,0.4017,0.0009,0.0023,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:26:00,0.1162,0.1114,0.3900,0.0010,0.0029,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:27:00,0.0894,0.1116,0.3872,0.0007,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:28:00,0.0477,0.1284,0.3872,0.0018,0.0029,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:29:00,0.0480,0.1110,0.3876,0.0010,0.0016,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:30:00,0.0510,0.1246,0.4176,0.0016,0.0021,0.0099,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:31:00,0.0441,0.1032,0.3588,0.0009,0.0020,0.0083,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:32:00,0.0475,0.1142,0.4838,0.0963,0.0028,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/08/2022 09:33:00,0.0474,0.1231,0.7493,0.3657,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
